="",="(1)",=""
="",="",=""
="bripreg7==     0.0000",="0.500",="(0.501)"
="bripreg7==     1.0000",="0.500",="(0.501)"
="lmonthcat4==     0.0000",="1",="(0)"
="lmonthcat4==     1.0000",="0",="(0)"
="lmonthcat4==     2.0000",="0",="(0)"
="lmonthcat4==     3.0000",="0",="(0)"
="lmonthcat4==     4.0000",="0",="(0)"
="lmonthcat4==     5.0000",="0",="(0)"
="lmonthcat4==     6.0000",="0",="(0)"
="lmonthcat4==     7.0000",="0",="(0)"
="redu==Junior high school",="0.0179",="(0.133)"
="redu==High school",="0.527",="(0.500)"
="redu==Junior/two year colleges",="0.390",="(0.488)"
="redu==University and more",="0.0650",="(0.247)"
="spedu==Junior high school",="0.0538",="(0.226)"
="spedu==High school",="0.480",="(0.500)"
="spedu==Junior/two year colleges",="0.173",="(0.378)"
="spedu==University and more",="0.191",="(0.393)"
="spedu==Unknown",="0.103",="(0.304)"
="marcohort==1985-1994",="0.318",="(0.466)"
="marcohort==1995-1999",="0.296",="(0.457)"
="marcohort==2000-2004",="0.307",="(0.462)"
="marcohort==2005-2009",="0.0785",="(0.269)"
="marcat==16-22",="0.269",="(0.444)"
="marcat==23-25",="0.300",="(0.459)"
="marcat==26-28",="0.240",="(0.428)"
="marcat==29-31",="0.137",="(0.344)"
="marcat==32-34",="0.0359",="(0.186)"
="marcat==> 35",="0.0179",="(0.133)"
="type15a==Standard",="0",="(0)"
="type15a==Non-standard",="0",="(0)"
="type15a==Self-employed",="0",="(0)"
="type15a==Non-employed",="0",="(0)"
="jobssm15a==Upper non-manual",="0",="(0)"
="jobssm15a==Lower non-manual",="0",="(0)"
="jobssm15a==Upper manual",="0",="(0)"
="jobssm15a==Lower manual",="0",="(0)"
="jobssm15a==Non-employed",="0",="(0)"
="pld15a==     0.0000",="0.132",="(0.339)"
="pld15a==     1.0000",="0.868",="(0.339)"
="div==     0.0000",="0.996",="(0.0669)"
="div==     1.0000",="0.00448",="(0.0669)"
="birthcat1==16-22",="0.191",="(0.393)"
="birthcat1==23-25",="0.285",="(0.452)"
="birthcat1==26-28",="0.256",="(0.437)"
="birthcat1==29-31",="0.188",="(0.391)"
="birthcat1==32-34",="0.0561",="(0.230)"
="birthcat1==> 35",="0.0247",="(0.155)"
